Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
12/21/2020,ID-NB,Nusa Tenggara Barat,57,2,1,54,5295,260,4161,874,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,10.82,1004.70,0.38,49.33,4.91%,78.58%,2.48,
12/21/2020,ID-NT,Nusa Tenggara Timur,13,2,8,3,1821,41,995,785,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.40,336.52,0.37,7.58,2.25%,54.64%,0.45,1.00
12/21/2020,ID-PA,Papua,32,0,100,-68,12784,147,5999,6638,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,7.37,2945.39,0.00,33.87,1.15%,46.93%,1.88,1.00
12/21/2020,ID-PB,Papua Barat,43,0,21,22,5791,98,5251,442,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,37.70,5076.70,0.00,85.91,1.69%,90.68%,3.91,1.00
12/21/2020,ID-RI,Riau,76,4,99,-27,23803,544,21268,1991,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,12.51,3918.77,0.66,89.56,2.29%,89.35%,0.63,2.00
12/21/2020,ID-SR,Sulawesi Barat,10,0,0,10,1717,26,1454,237,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,6.41,1100.65,0.00,16.67,1.51%,84.68%,0.56,1.00
12/21/2020,ID-SN,Sulawesi Selatan,559,7,234,318,26321,559,20506,5256,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,59.30,2792.12,0.74,59.30,2.12%,77.91%,1.14,1.40
12/21/2020,ID-ST,Sulawesi Tengah,26,1,2,23,2799,96,1656,1047,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,8.80,947.03,0.34,32.48,3.43%,59.16%,0.36,0.50
12/21/2020,ID-SG,Sulawesi Tenggara,6,0,65,-59,7556,123,6101,1332,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,2.28,2867.05,0.00,46.67,1.63%,80.74%,0.08,0.00
12/21/2020,ID-SA,Sulawesi Utara,99,5,96,-2,9036,289,6354,2393,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,37.47,3420.29,1.89,109.39,3.20%,70.32%,0.63,0.83
12/21/2020,ID-SB,Sumatera Barat,122,6,102,14,22580,486,20975,1119,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,22.10,4091.14,1.09,88.06,2.15%,92.89%,0.96,0.86
12/21/2020,ID-SS,Sumatera Selatan,66,2,36,28,10913,576,8822,1515,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.03,1328.01,0.24,70.09,5.28%,80.84%,0.79,0.40
12/21/2020,ID-SU,Sumatera Utara,90,2,84,4,17353,655,14626,2072,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.05,1166.60,0.13,44.03,3.77%,84.29%,1.10,0.50
12/22/2020,ID-AC,Aceh,29,0,9,20,8620,356,7080,1184,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,5.53,1642.76,0.00,67.84,4.13%,82.13%,1.61,1.00
12/22/2020,ID-BA,Bali,117,1,171,-55,16428,485,14667,1276,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,27.75,3896.43,0.24,115.03,2.95%,89.28%,0.87,1.00
12/22/2020,ID-BT,Banten,239,0,10,229,16592,389,9803,6400,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,22.29,1547.42,0.00,36.28,2.34%,59.08%,1.26,0.00
12/22/2020,ID-BE,Bengkulu,22,0,2,20,3152,106,2111,935,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,11.00,1576.36,0.00,53.01,3.36%,66.97%,0.41,1.00
12/22/2020,ID-JK,DKI Jakarta,1311,14,1374,-77,165887,3116,149571,13200,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,120.87,15294.56,1.29,287.29,1.88%,90.16%,0.89,0.93
12/22/2020,ID-YO,Daerah Istimewa Yogyakarta,242,8,45,189,9925,206,6638,3081,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,66.65,2733.40,2.20,56.73,2.08%,66.88%,1.30,1.14
12/22/2020,ID-GO,Gorontalo,47,1,3,43,3415,97,3193,125,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,39.81,2892.47,0.85,82.16,2.84%,93.50%,,
12/22/2020,IDN,Indonesia,6347,172,5838,337,678125,20257,552722,105146,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,23.93,2557.17,0.65,76.39,2.99%,81.51%,0.93,0.84
12/22/2020,ID-JA,Jambi,36,0,63,-27,2991,51,1985,955,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,10.31,856.20,0.00,14.60,1.71%,66.37%,1.89,0.00
12/22/2020,ID-JB,Jawa Barat,925,3,771,151,75590,1106,62902,11582,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,20.48,1673.78,0.07,24.49,1.46%,83.21%,1.29,0.75
12/22/2020,ID-JT,Jawa Tengah,895,46,569,280,73423,2991,48967,21465,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,24.61,2019.11,1.26,82.25,4.07%,66.69%,0.90,0.53
12/22/2020,ID-JI,Jawa Timur,705,46,618,41,76493,5817,68972,1704,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,17.42,1889.69,1.14,143.70,7.60%,90.17%,0.88,1.35
12/22/2020,ID-KB,Kalimantan Barat,19,1,23,-5,2969,26,2556,387,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,3.50,547.50,0.18,4.79,0.88%,86.09%,,
12/22/2020,ID-KS,Kalimantan Selatan,66,1,33,32,14695,570,13318,807,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,16.41,3652.70,0.25,141.68,3.88%,90.63%,1.53,0.33
12/22/2020,ID-KT,Kalimantan Tengah,142,0,100,42,9055,200,5400,3455,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,55.25,3522.95,0.00,77.81,2.21%,59.64%,0.48,1.00
12/22/2020,ID-KI,Kalimantan Timur,182,7,91,84,24475,691,21004,2780,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,51.24,6890.11,1.97,194.53,2.82%,85.82%,0.86,1.40
12/22/2020,ID-KU,Kalimantan Utara,44,2,41,1,2949,36,1568,1345,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,67.86,4548.07,3.08,55.52,1.22%,53.17%,0.44,
12/22/2020,ID-BB,Kepulauan Bangka Belitung,33,1,29,3,1752,28,1420,304,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,23.92,1269.78,0.72,20.29,1.60%,81.05%,1.57,
12/22/2020,ID-KR,Kepulauan Riau,33,2,56,-25,6715,161,5547,1007,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,17.10,3480.36,1.04,83.45,2.40%,82.61%,0.21,
12/22/2020,ID-LA,Lampung,73,1,48,24,5537,241,3579,1717,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,8.03,608.76,0.11,26.50,4.35%,64.64%,0.55,
12/22/2020,ID-MA,Maluku,10,0,189,-179,5479,69,4221,1189,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,5.41,2966.28,0.00,37.36,1.26%,77.04%,0.48,1.00
12/22/2020,ID-MU,Maluku Utara,5,1,1,3,2713,87,2092,534,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,3.82,2074.47,0.76,66.52,3.21%,77.11%,0.09,
12/22/2020,ID-NB,Nusa Tenggara Barat,39,0,0,39,5334,260,4161,913,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,7.40,1012.10,0.00,49.33,4.87%,78.01%,0.68,0.00
12/22/2020,ID-NT,Nusa Tenggara Timur,86,1,15,70,1907,42,1010,855,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,15.89,352.41,0.18,7.76,2.20%,52.96%,6.62,0.50
12/22/2020,ID-PA,Papua,33,0,17,16,12817,147,6016,6654,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,7.60,2952.99,0.00,33.87,1.15%,46.94%,1.03,1.00
12/22/2020,ID-PB,Papua Barat,8,0,10,-2,5799,98,5261,440,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,7.01,5083.72,0.00,85.91,1.69%,90.72%,0.19,1.00
12/22/2020,ID-RI,Riau,116,1,165,-50,23919,545,21433,1941,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,19.10,3937.87,0.16,89.73,2.28%,89.61%,1.53,0.25
12/22/2020,ID-SR,Sulawesi Barat,12,0,9,3,1729,26,1463,240,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,7.69,1108.34,0.00,16.67,1.50%,84.62%,1.20,1.00
12/22/2020,ID-SN,Sulawesi Selatan,539,5,855,-321,26860,564,21361,4935,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,57.18,2849.30,0.53,59.83,2.10%,79.53%,0.96,0.71
12/22/2020,ID-ST,Sulawesi Tengah,33,1,5,27,2832,97,1661,1074,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,11.17,958.19,0.34,32.82,3.43%,58.65%,1.27,1.00
12/22/2020,ID-SG,Sulawesi Tenggara,59,3,92,-36,7615,126,6193,1296,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,22.39,2889.44,1.14,47.81,1.65%,81.33%,9.83,
12/22/2020,ID-SA,Sulawesi Utara,31,0,71,-40,9067,289,6425,2353,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,11.73,3432.02,0.00,109.39,3.19%,70.86%,0.31,0.00
12/22/2020,ID-SB,Sumatera Barat,48,2,107,-61,22628,488,21082,1058,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,8.70,4099.84,0.36,88.42,2.16%,93.17%,0.39,0.33
12/22/2020,ID-SS,Sumatera Selatan,94,2,31,61,11007,578,8853,1576,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.44,1339.45,0.24,70.34,5.25%,80.43%,1.42,1.00
12/22/2020,ID-SU,Sumatera Utara,73,5,76,-8,17426,660,14702,2064,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.91,1171.50,0.34,44.37,3.79%,84.37%,0.81,2.50
12/23/2020,ID-AC,Aceh,30,1,9,20,8650,357,7089,1204,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,5.72,1648.48,0.19,68.04,4.13%,81.95%,1.03,
12/23/2020,ID-BA,Bali,122,2,103,17,16550,487,14770,1293,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,28.94,3925.36,0.47,115.51,2.94%,89.24%,1.04,2.00
12/23/2020,ID-BT,Banten,185,0,7,178,16777,389,9810,6578,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,17.25,1564.67,0.00,36.28,2.32%,58.47%,0.77,1.00
12/23/2020,ID-BE,Bengkulu,31,0,28,3,3183,106,2139,938,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,15.50,1591.87,0.00,53.01,3.33%,67.20%,1.41,1.00
12/23/2020,ID-JK,DKI Jakarta,1954,15,1444,495,167841,3131,151015,13695,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,180.16,15474.71,1.38,288.67,1.87%,89.98%,1.49,1.07
12/23/2020,ID-YO,Daerah Istimewa Yogyakarta,219,1,146,72,10144,207,6784,3153,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,60.31,2793.71,0.28,57.01,2.04%,66.88%,0.90,0.13
12/23/2020,ID-GO,Gorontalo,50,2,0,48,3465,99,3193,173,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,42.35,2934.82,1.69,83.85,2.86%,92.15%,1.06,2.00
12/23/2020,IDN,Indonesia,7514,151,5981,1382,685639,20408,558703,106528,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,28.33,2585.51,0.57,76.96,2.98%,81.49%,1.18,0.88
12/23/2020,ID-JA,Jambi,39,2,12,25,3030,53,1997,980,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,11.16,867.36,0.57,15.17,1.75%,65.91%,1.08,
12/23/2020,ID-JB,Jawa Barat,903,2,940,-39,76493,1108,63842,11543,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,19.99,1693.77,0.04,24.53,1.45%,83.46%,0.98,0.67
12/23/2020,ID-JT,Jawa Tengah,912,1,510,401,74335,2992,49477,21866,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,25.08,2044.19,0.03,82.28,4.03%,66.56%,1.02,0.02
12/23/2020,ID-JI,Jawa Timur,812,44,648,120,77305,5861,69620,1824,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,20.06,1909.75,1.09,144.79,7.58%,90.06%,1.15,0.96
12/23/2020,ID-KB,Kalimantan Barat,22,0,24,-2,2991,26,2580,385,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,4.06,551.56,0.00,4.79,0.87%,86.26%,1.16,0.00
12/23/2020,ID-KS,Kalimantan Selatan,90,2,39,49,14785,572,13357,856,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,22.37,3675.07,0.50,142.18,3.87%,90.34%,1.36,2.00
12/23/2020,ID-KT,Kalimantan Tengah,101,0,0,101,9156,200,5400,3556,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,39.30,3562.25,0.00,77.81,2.18%,58.98%,0.71,1.00
12/23/2020,ID-KI,Kalimantan Timur,418,6,187,225,24893,697,21191,3005,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,117.67,7007.79,1.69,196.22,2.80%,85.13%,2.30,0.86
12/23/2020,ID-KU,Kalimantan Utara,87,0,0,87,3036,36,1568,1432,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,134.17,4682.24,0.00,55.52,1.19%,51.65%,1.98,0.00
12/23/2020,ID-BB,Kepulauan Bangka Belitung,50,0,5,45,1802,28,1425,349,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,36.24,1306.02,0.00,20.29,1.55%,79.08%,1.52,0.00
12/23/2020,ID-KR,Kepulauan Riau,45,0,73,-28,6760,161,5620,979,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,23.32,3503.68,0.00,83.45,2.38%,83.14%,1.36,0.00
12/23/2020,ID-LA,Lampung,111,1,24,86,5648,242,3603,1803,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,12.20,620.96,0.11,26.61,4.28%,63.79%,1.52,1.00
12/23/2020,ID-MA,Maluku,16,0,18,-2,5495,69,4239,1187,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,8.66,2974.94,0.00,37.36,1.26%,77.14%,1.60,1.00
12/23/2020,ID-MU,Maluku Utara,8,0,12,-4,2721,87,2104,530,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,6.12,2080.59,0.00,66.52,3.20%,77.32%,1.60,0.00
12/23/2020,ID-NB,Nusa Tenggara Barat,22,0,0,22,5356,260,4161,935,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.17,1016.27,0.00,49.33,4.85%,77.69%,0.56,1.00
12/23/2020,ID-NT,Nusa Tenggara Timur,52,0,83,-31,1959,42,1093,824,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,9.61,362.02,0.00,7.76,2.14%,55.79%,0.60,0.00
12/23/2020,ID-PA,Papua,28,0,43,-15,12845,147,6059,6639,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,6.45,2959.44,0.00,33.87,1.14%,47.17%,0.85,1.00
12/23/2020,ID-PB,Papua Barat,31,1,12,18,5830,99,5273,458,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,27.18,5110.89,0.88,86.79,1.70%,90.45%,3.88,
12/23/2020,ID-RI,Riau,96,3,205,-112,24015,548,21638,1829,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,15.80,3953.67,0.49,90.22,2.28%,90.10%,0.83,3.00
12/23/2020,ID-SR,Sulawesi Barat,30,1,5,24,1759,27,1468,264,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,19.23,1127.58,0.64,17.31,1.53%,83.46%,2.50,
12/23/2020,ID-SN,Sulawesi Selatan,524,1,598,-75,27384,565,21959,4860,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,55.59,2904.88,0.11,59.93,2.06%,80.19%,0.97,0.20
12/23/2020,ID-ST,Sulawesi Tengah,54,1,38,15,2886,98,1699,1089,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,18.27,976.46,0.34,33.16,3.40%,58.87%,1.64,1.00
12/23/2020,ID-SG,Sulawesi Tenggara,38,3,7,28,7653,129,6200,1324,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,14.42,2903.86,1.14,48.95,1.69%,81.01%,0.64,1.00
12/23/2020,ID-SA,Sulawesi Utara,67,2,102,-37,9134,291,6527,2316,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,25.36,3457.38,0.76,110.15,3.19%,71.46%,2.16,
12/23/2020,ID-SB,Sumatera Barat,160,5,39,116,22788,493,21121,1174,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,28.99,4128.83,0.91,89.32,2.16%,92.68%,3.33,2.50
12/23/2020,ID-SS,Sumatera Selatan,109,3,136,-30,11116,581,8989,1546,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.26,1352.71,0.37,70.70,5.23%,80.87%,1.16,1.50
12/23/2020,ID-SU,Sumatera Utara,76,4,87,-15,17502,664,14789,2049,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.11,1176.61,0.27,44.64,3.79%,84.50%,1.04,0.80
12/24/2020,ID-AC,Aceh,14,1,13,0,8664,358,7102,1204,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,2.67,1651.15,0.19,68.23,4.13%,81.97%,0.47,1.00
12/24/2020,ID-BA,Bali,123,3,133,-13,16673,490,14903,1280,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,29.17,3954.54,0.71,116.22,2.94%,89.38%,1.01,1.50
12/24/2020,ID-BT,Banten,154,0,180,-26,16931,389,9990,6552,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,14.36,1579.03,0.00,36.28,2.30%,59.00%,0.83,1.00
12/24/2020,ID-BE,Bengkulu,60,0,50,10,3243,106,2189,948,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,30.01,1621.87,0.00,53.01,3.27%,67.50%,1.94,1.00
12/24/2020,ID-JK,DKI Jakarta,1933,16,1341,576,169774,3147,152356,14271,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,178.22,15652.93,1.48,290.15,1.85%,89.74%,0.99,1.07
12/24/2020,ID-YO,Daerah Istimewa Yogyakarta,253,7,164,82,10397,214,6948,3235,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,69.68,2863.39,1.93,58.94,2.06%,66.83%,1.16,7.00
12/24/2020,ID-GO,Gorontalo,30,2,9,19,3495,101,3202,192,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,25.41,2960.23,1.69,85.55,2.89%,91.62%,0.60,1.00
12/24/2020,IDN,Indonesia,7199,181,5277,1741,692838,20589,563980,108269,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,27.15,2612.65,0.68,77.64,2.97%,81.40%,0.96,1.20
12/24/2020,ID-JA,Jambi,38,0,56,-18,3068,53,2053,962,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,10.88,878.24,0.00,15.17,1.73%,66.92%,0.97,0.00
